model,scenario,region,variable,unit,year,value
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1990,922.1671946
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1991,927.3508533
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1992,925.6741772
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1993,914.6736512
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1994,925.0416554
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1995,916.7901186
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1996,912.3556332
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1997,895.6607439
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1998,881.5744433
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,1999,866.6649715
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2000,867.7692753
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2001,853.7940666
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2002,855.3942856
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2003,851.0452057
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2004,857.5693181
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2005,852.3780121
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2006,855.0351193
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2007,863.1166604
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2008,869.4948992
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2009,861.2042436
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2010,860.3817795
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2011,839.3468402
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2012,828.3433945
EPA-GHGI,Historic,United States,Emissions|CH4,Mt CO2e/yr,2013,832.0184873
