"model","scenario","variable_rename","year","value"
"USREP-ReEDS","No IRA","Other",2025,1.1342697909844
"USREP-ReEDS","No IRA","Other",2030,1.1268774154064
"USREP-ReEDS","No IRA","Other",2035,1.1262506807608
"USREP-ReEDS","No IRA","Other",2021,1.00739802757608
"USREP-ReEDS","IRA","Other",2025,1.0997679564284
"USREP-ReEDS","IRA","Other",2030,1.1071317567842
"USREP-ReEDS","IRA","Other",2035,1.1067868371994
"USREP-ReEDS","IRA","Other",2021,1.00739802757608
"EPS-EI","No IRA","Other",2025,0.97163754912
"EPS-EI","No IRA","Other",2030,0.96395354496
"EPS-EI","No IRA","Other",2035,0.96376929264
"EPS-EI","No IRA","Other",2021,1.00739802757608
"EPS-EI","IRA","Other",2025,0.97163754912
"EPS-EI","IRA","Other",2030,0.96395354496
"EPS-EI","IRA","Other",2035,0.95762754864
"EPS-EI","IRA","Other",2021,1.00739802757608
"GCAM-CGS","No IRA","Other",2025,1.02512091036168
"GCAM-CGS","No IRA","Other",2030,1.02469738254348
"GCAM-CGS","No IRA","Other",2035,1.00370187123273
"GCAM-CGS","No IRA","Other",2021,1.00739802757608
"GCAM-CGS","IRA","Other",2025,1.01120792912272
"GCAM-CGS","IRA","Other",2030,1.01059953901803
"GCAM-CGS","IRA","Other",2035,0.985596057383998
"GCAM-CGS","IRA","Other",2021,1.00739802757608
"GCAM-PNNL","No IRA","Other",2025,1.28331759836
"GCAM-PNNL","No IRA","Other",2030,1.33022564206
"GCAM-PNNL","No IRA","Other",2035,1.4106221136
"GCAM-PNNL","No IRA","Other",2021,1.00739802757608
"GCAM-PNNL","IRA","Other",2025,1.43527979406
"GCAM-PNNL","IRA","Other",2030,1.5814834413
"GCAM-PNNL","IRA","Other",2035,1.66511011002
"GCAM-PNNL","IRA","Other",2021,1.00739802757608
"Haiku-RFF","No IRA","Other",2025,0.997436149275348
"Haiku-RFF","No IRA","Other",2030,0.997200339855754
"Haiku-RFF","No IRA","Other",2035,0.99538979689456
"Haiku-RFF","No IRA","Other",2021,1.00739802757608
"Haiku-RFF","IRA","Other",2025,0.997436149275348
"Haiku-RFF","IRA","Other",2030,0.997200339855754
"Haiku-RFF","IRA","Other",2035,0.99538979689456
"Haiku-RFF","IRA","Other",2021,1.00739802757608
"IPM-NRDC","No IRA","Other",2025,1.05108911265075
"IPM-NRDC","No IRA","Other",2030,1.06854102649335
"IPM-NRDC","No IRA","Other",2035,1.05995606953591
"IPM-NRDC","No IRA","Other",2021,1.00739802757608
"IPM-NRDC","IRA","Other",2025,1.031978321062
"IPM-NRDC","IRA","Other",2030,1.09034573689724
"IPM-NRDC","IRA","Other",2035,1.07854414546948
"IPM-NRDC","IRA","Other",2021,1.00739802757608
"MARKAL-NETL","No IRA","Other",2025,0.977533268025989
