"figure_num","model","scenario","variable","unit","year","variable_rename","value"
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2005,"Electricity",2400.1
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2006,"Electricity",2344.4
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2007,"Electricity",2411.1
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2008,"Electricity",2359.3
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2009,"Electricity",2145.3
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2010,"Electricity",2258.6
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2011,"Electricity",2158.1
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2012,"Electricity",2023.3
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2013,"Electricity",2038.3
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2014,"Electricity",2037.2
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2015,"Electricity",1900.6
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2016,"Electricity",1808.9
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2017,"Electricity",1732
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2018,"Electricity",1753.4
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2019,"Electricity",1606.7
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2020,"Electricity",1439.6
"K.1.summary_ranges_sensitivities","EPA-GHGI","Historic","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","EPS-EI","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","EPS-EI","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",1189.66
"K.1.summary_ranges_sensitivities","EPS-EI","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2030,"Electricity",602.7
"K.1.summary_ranges_sensitivities","EPS-EI","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2035,"Electricity",336.702
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",1078.34
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2030,"Electricity",339.282
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2035,"Electricity",308.897
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.Low","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.Low","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",1208.41
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.Low","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2030,"Electricity",669.569
"K.1.summary_ranges_sensitivities","EPS-EI","IRA.Low","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2035,"Electricity",385.676
"K.1.summary_ranges_sensitivities","EPS-EI","No IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","EPS-EI","No IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",1350.69
"K.1.summary_ranges_sensitivities","EPS-EI","No IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2030,"Electricity",1201.47
"K.1.summary_ranges_sensitivities","EPS-EI","No IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2035,"Electricity",1198.69
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",1001.23988404397
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2030,"Electricity",679.659054813217
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2035,"Electricity",445.580298326782
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",962.417143206532
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2030,"Electricity",594.272995537859
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA.High","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2035,"Electricity",437.138518923095
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA.Low","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2021,"Electricity",1540.9
"K.1.summary_ranges_sensitivities","GCAM-CGS","IRA.Low","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",2025,"Electricity",1041.92746210249
