"model","scenario","variable_rename","year","value","figure_num"
"USREP-ReEDS","No IRA","Electricity",2025,1324.274957,"E.2.ElecEmis"
"USREP-ReEDS","No IRA","Electricity",2030,1154.603142,"E.2.ElecEmis"
"USREP-ReEDS","No IRA","Electricity",2035,1060.287391,"E.2.ElecEmis"
"USREP-ReEDS","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"USREP-ReEDS","IRA","Electricity",2025,1063.271865,"E.2.ElecEmis"
"USREP-ReEDS","IRA","Electricity",2030,616.834498,"E.2.ElecEmis"
"USREP-ReEDS","IRA","Electricity",2035,488.0122266,"E.2.ElecEmis"
"USREP-ReEDS","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"EPS-EI","No IRA","Electricity",2025,1350.69,"E.2.ElecEmis"
"EPS-EI","No IRA","Electricity",2030,1201.47,"E.2.ElecEmis"
"EPS-EI","No IRA","Electricity",2035,1198.69,"E.2.ElecEmis"
"EPS-EI","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"EPS-EI","IRA","Electricity",2025,1189.66,"E.2.ElecEmis"
"EPS-EI","IRA","Electricity",2030,602.7,"E.2.ElecEmis"
"EPS-EI","IRA","Electricity",2035,336.702,"E.2.ElecEmis"
"EPS-EI","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"GCAM-CGS","No IRA","Electricity",2025,1325.31758286476,"E.2.ElecEmis"
"GCAM-CGS","No IRA","Electricity",2030,1274.91028267317,"E.2.ElecEmis"
"GCAM-CGS","No IRA","Electricity",2035,1293.1152861035,"E.2.ElecEmis"
"GCAM-CGS","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"GCAM-CGS","IRA","Electricity",2025,1001.23988404397,"E.2.ElecEmis"
"GCAM-CGS","IRA","Electricity",2030,679.659054813217,"E.2.ElecEmis"
"GCAM-CGS","IRA","Electricity",2035,445.580298326782,"E.2.ElecEmis"
"GCAM-CGS","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"GCAM-PNNL","No IRA","Electricity",2025,1283.991,"E.2.ElecEmis"
"GCAM-PNNL","No IRA","Electricity",2030,1234.722,"E.2.ElecEmis"
"GCAM-PNNL","No IRA","Electricity",2035,1182.894,"E.2.ElecEmis"
"GCAM-PNNL","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"GCAM-PNNL","IRA","Electricity",2025,1160.58110564697,"E.2.ElecEmis"
"GCAM-PNNL","IRA","Electricity",2030,831.998710072543,"E.2.ElecEmis"
"GCAM-PNNL","IRA","Electricity",2035,784.368180921919,"E.2.ElecEmis"
"GCAM-PNNL","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"Haiku-RFF","No IRA","Electricity",2025,1394.14921935611,"E.2.ElecEmis"
"Haiku-RFF","No IRA","Electricity",2030,1282.5776456571,"E.2.ElecEmis"
"Haiku-RFF","No IRA","Electricity",2035,1174.26339683437,"E.2.ElecEmis"
"Haiku-RFF","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"Haiku-RFF","IRA","Electricity",2025,1205.45242155223,"E.2.ElecEmis"
"Haiku-RFF","IRA","Electricity",2030,852.658725492053,"E.2.ElecEmis"
"Haiku-RFF","IRA","Electricity",2035,767.701065402758,"E.2.ElecEmis"
"Haiku-RFF","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"IPM-NRDC","No IRA","Electricity",2025,1109.41619281777,"E.2.ElecEmis"
"IPM-NRDC","No IRA","Electricity",2030,1075.92232861268,"E.2.ElecEmis"
"IPM-NRDC","No IRA","Electricity",2035,1079.88005163251,"E.2.ElecEmis"
"IPM-NRDC","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"IPM-NRDC","IRA","Electricity",2025,1176.7889391169,"E.2.ElecEmis"
"IPM-NRDC","IRA","Electricity",2030,827.389198560903,"E.2.ElecEmis"
"IPM-NRDC","IRA","Electricity",2035,772.508012550513,"E.2.ElecEmis"
"IPM-NRDC","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"IPM-EPA","No IRA","Electricity",2030,1303.58284422178,"E.2.ElecEmis"
"IPM-EPA","No IRA","Electricity",2035,1247.28769086048,"E.2.ElecEmis"
"IPM-EPA","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"IPM-EPA","IRA","Electricity",2030,971.719363965523,"E.2.ElecEmis"
"IPM-EPA","IRA","Electricity",2035,608.299102727081,"E.2.ElecEmis"
"IPM-EPA","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"MARKAL-NETL","No IRA","Electricity",2025,1377.84,"E.2.ElecEmis"
"MARKAL-NETL","No IRA","Electricity",2030,1379.59,"E.2.ElecEmis"
"MARKAL-NETL","No IRA","Electricity",2035,1430.05,"E.2.ElecEmis"
"MARKAL-NETL","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"MARKAL-NETL","IRA","Electricity",2025,1410.01,"E.2.ElecEmis"
"MARKAL-NETL","IRA","Electricity",2030,1232.67,"E.2.ElecEmis"
"MARKAL-NETL","IRA","Electricity",2035,749.4,"E.2.ElecEmis"
"MARKAL-NETL","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"NEMS-RHG","No IRA","Electricity",2025,1090.61392148052,"E.2.ElecEmis"
"NEMS-RHG","No IRA","Electricity",2030,979.598572044581,"E.2.ElecEmis"
"NEMS-RHG","No IRA","Electricity",2035,906.244227830616,"E.2.ElecEmis"
"NEMS-RHG","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"NEMS-RHG","IRA","Electricity",2025,1194.8452781805,"E.2.ElecEmis"
"NEMS-RHG","IRA","Electricity",2030,482.81984665288,"E.2.ElecEmis"
"NEMS-RHG","IRA","Electricity",2035,588.535589412373,"E.2.ElecEmis"
"NEMS-RHG","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2025,1233.332031,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2030,1040.891113,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2035,958.780945,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2022,1497.152466,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2023,1446.765747,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2024,1305.732544,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2026,1182.312988,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2027,1147.578247,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2028,1122.651978,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2029,1075.179321,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2031,1036.622681,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2032,1029.636719,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2033,1023.60083,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2034,991.468872,"E.2.ElecEmis"
"NEMS-OP","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2025,1170.501465,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2030,660.642334,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2035,417.400726,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2022,1498.034058,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2023,1448.508301,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2024,1287.602905,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2026,1077.134277,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2027,981.575256,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2028,865.056091,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2029,737.692566,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2031,625.182068,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2032,607.155884,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2033,519.068909,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2034,465.518219,"E.2.ElecEmis"
"NEMS-OP","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"REGEN-EPRI","No IRA","Electricity",2025,1338.36588810703,"E.2.ElecEmis"
"REGEN-EPRI","No IRA","Electricity",2030,1125.0574146029,"E.2.ElecEmis"
"REGEN-EPRI","No IRA","Electricity",2035,1097.15035473422,"E.2.ElecEmis"
"REGEN-EPRI","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"REGEN-EPRI","IRA","Electricity",2025,1325.90851008344,"E.2.ElecEmis"
"REGEN-EPRI","IRA","Electricity",2030,999.666254194768,"E.2.ElecEmis"
"REGEN-EPRI","IRA","Electricity",2035,500.03751964597,"E.2.ElecEmis"
"REGEN-EPRI","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"RIO-REPEAT","No IRA","Electricity",2025,1437.5,"E.2.ElecEmis"
"RIO-REPEAT","No IRA","Electricity",2030,981,"E.2.ElecEmis"
"RIO-REPEAT","No IRA","Electricity",2035,775,"E.2.ElecEmis"
"RIO-REPEAT","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"RIO-REPEAT","IRA","Electricity",2025,1460.5,"E.2.ElecEmis"
"RIO-REPEAT","IRA","Electricity",2030,741,"E.2.ElecEmis"
"RIO-REPEAT","IRA","Electricity",2035,370,"E.2.ElecEmis"
"RIO-REPEAT","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"ReEDS-NREL","No IRA","Electricity",2025,1361.65313741276,"E.2.ElecEmis"
"ReEDS-NREL","No IRA","Electricity",2030,1238.16547546738,"E.2.ElecEmis"
"ReEDS-NREL","No IRA","Electricity",2035,1165.17798641427,"E.2.ElecEmis"
"ReEDS-NREL","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"ReEDS-NREL","IRA","Electricity",2025,1152.97854629897,"E.2.ElecEmis"
"ReEDS-NREL","IRA","Electricity",2030,413.513524771282,"E.2.ElecEmis"
"ReEDS-NREL","IRA","Electricity",2035,323.38378502023,"E.2.ElecEmis"
"ReEDS-NREL","IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2025,1317.436523,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2030,1177.160889,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2035,1100.493042,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2022,1507.266113,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2023,1396.958008,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2024,1387.346802,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2026,1269.72522,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2027,1235.09375,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2028,1214.805298,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2029,1202.780518,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2031,1144.698242,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2032,1121.275391,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2033,1117.068115,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2034,1111.81311,"E.2.ElecEmis"
"NEMS-EIA","No IRA","Electricity",2021,1540.9,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2025,1295.490356,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2030,768.311584,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2035,714.001099,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2022,1507.019531,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2023,1396.994263,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2024,1395.245239,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2026,1161.389648,"E.2.ElecEmis"
"NEMS-EIA","IRA","Electricity",2027,1024.768433,"E.2.ElecEmis"
