"figure_num","model","scenario","variable","unit","year","variable_rename","value"
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",0.096526146
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",0.265218485
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",4.349006809
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Hydro|Average 2021-2035","GW/yr",2035,"Hydro",0.414
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",19.66706496
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",6.941098614
2.5,"IPM-EPA","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",20.38387492
2.5,"IPM-EPA","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-7.444172982
2.5,"IPM-EPA","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",-1.504194914
2.5,"IPM-EPA","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",-0.704907143
2.5,"IPM-NRDC","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",1.19386592
2.5,"IPM-NRDC","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",2.638260182
2.5,"IPM-NRDC","IRA","Capacity Additions|Electricity|Hydro|Average 2021-2035","GW/yr",2035,"Hydro",0.329099159
2.5,"IPM-NRDC","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",11.0432805
2.5,"IPM-NRDC","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",5.794720527
2.5,"IPM-NRDC","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",9.075210857
2.5,"IPM-NRDC","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-5.389554917
2.5,"IPM-NRDC","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",-0.574355733
2.5,"IPM-NRDC","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",-5.847930753
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",11.65071429
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",0.878571429
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",3.829285714
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",0.023571429
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",8.217857143
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",0.803571429
2.5,"MARKAL-NETL","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",1.303571429
2.5,"MARKAL-NETL","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-10.92642857
2.5,"MARKAL-NETL","IRA","Capacity Retirements|Electricity|Hydro|Average 2021-2035","GW/yr",2035,"Hydro",-0.084285714
2.5,"NEMS-RHG","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",0
2.5,"NEMS-RHG","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",20.03736657
2.5,"NEMS-RHG","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",53.06953957
2.5,"NEMS-RHG","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",6.346943714
2.5,"NEMS-RHG","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",24.06903407
2.5,"NEMS-RHG","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-10.21841757
2.5,"NEMS-RHG","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",-3.393874571
2.5,"NEMS-RHG","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",-5.407907214
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",0.0218884516129032
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",0.0492944516129032
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",14.7939913870968
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Hydro|Average 2021-2035","GW/yr",2035,"Hydro",0.0188317096774194
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",0.0931612903225807
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",36.9691919354839
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",10.2238899354839
2.5,"OP-NEMS","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GWh/yr",2035,"Storage",15.0523803548387
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",2.023276892
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",0.006327205
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",3.877196191
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",0.168928571
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",24.22323351
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",11.05537793
2.5,"REGEN-EPRI","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",19.94930185
2.5,"REGEN-EPRI","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-10.45108806
2.5,"REGEN-EPRI","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",-6.790962823
2.5,"REGEN-EPRI","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",-0.233602357
2.5,"RIO-REPEAT","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",0.042857143
2.5,"RIO-REPEAT","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",7.921428571
2.5,"RIO-REPEAT","IRA","Capacity Additions|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",0.035714286
2.5,"RIO-REPEAT","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",63.26428571
2.5,"RIO-REPEAT","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",18.28571429
2.5,"RIO-REPEAT","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",35.77142857
2.5,"RIO-REPEAT","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-8.978571429
2.5,"RIO-REPEAT","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",-5.35
2.5,"RIO-REPEAT","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",-1.985714286
2.5,"ReEDS-NREL","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",2.92796034
2.5,"ReEDS-NREL","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",1.586959146
2.5,"ReEDS-NREL","IRA","Capacity Additions|Electricity|Hydro|Average 2021-2035","GW/yr",2035,"Hydro",0.300450064
2.5,"ReEDS-NREL","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",35.00222765
2.5,"ReEDS-NREL","IRA","Capacity Additions|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",10.95698402
2.5,"ReEDS-NREL","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",21.72866124
2.5,"ReEDS-NREL","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",-13.15823514
2.5,"ReEDS-NREL","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",-0.552769063
2.5,"ReEDS-NREL","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",-0.079857143
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Coal|w/ CCS|Average 2021-2035","GW/yr",2035,"Coal CCS",3.749e-10
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",0.035423334319
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Gas|w/ CCS|Average 2021-2035","GW/yr",2035,"Gas CCS",9.81e-10
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",8.16514706242857
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Hydro|Average 2021-2035","GW/yr",2035,"Hydro",0.146845081571429
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",0.0962285715611857
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",15.6247013361429
2.5,"USREP-ReEDS","IRA","Capacity Additions|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",18.5931993857143
2.5,"USREP-ReEDS","IRA","Capacity Retirements|Electricity|Coal|w/o CCS|Average 2021-2035","GW/yr",2035,"Coal",5.39596335014286
2.5,"USREP-ReEDS","IRA","Capacity Retirements|Electricity|Gas|w/o CCS|Average 2021-2035","GW/yr",2035,"Gas",6.821242914
2.5,"USREP-ReEDS","IRA","Capacity Retirements|Electricity|Nuclear|Average 2021-2035","GW/yr",2035,"Nuclear",0.437568
2.5,"USREP-ReEDS","IRA","Capacity Retirements|Electricity|Solar|Average 2021-2035","GW/yr",2035,"Solar",3.92950243633333
2.5,"USREP-ReEDS","IRA","Capacity Retirements|Electricity|Storage Capacity|Average 2021-2035","GW/yr",2035,"Storage",2.548901356
2.5,"USREP-ReEDS","IRA","Capacity Retirements|Electricity|Wind|Average 2021-2035","GW/yr",2035,"Wind",3.99150771285714
2.5,"USREP-ReEDS","IRA",NA,"GW/yr",NA,"Total",42.6615447730932
2.5,"USREP-ReEDS","IRA",NA,"GW/yr",NA,"Total",23.1246857693333
2.5,"EPS-EI","IRA",NA,"GW/yr",NA,"Total",118.507714277
2.5,"EPS-EI","IRA",NA,"GW/yr",NA,"Total",-38.906
2.5,"GCAM-CGS","IRA",NA,"GW/yr",NA,"Total",83.26006447
2.5,"GCAM-CGS","IRA",NA,"GW/yr",NA,"Total",-27.39243298
2.5,"GCAM-PNNL","IRA",NA,"GW/yr",NA,"Total",48.9578947368421
2.5,"Haiku-RFF","IRA",NA,"GW/yr",NA,"Total",53.134799793
2.5,"Haiku-RFF","IRA",NA,"GW/yr",NA,"Total",-10.936589768
2.5,"IPM-NRDC","IRA",NA,"GW/yr",NA,"Total",30.074437145
2.5,"IPM-NRDC","IRA",NA,"GW/yr",NA,"Total",-11.811841403
2.5,"IPM-EPA","IRA",NA,"GW/yr",NA,"Total",52.116789934
2.5,"IPM-EPA","IRA",NA,"GW/yr",NA,"Total",-9.653275039
2.5,"MARKAL-NETL","IRA",NA,"GW/yr",NA,"Total",26.707142863
2.5,"MARKAL-NETL","IRA",NA,"GW/yr",NA,"Total",-11.010714284
2.5,"NEMS-RHG","IRA",NA,"GW/yr",NA,"Total",103.522883924
2.5,"NEMS-RHG","IRA",NA,"GW/yr",NA,"Total",-19.020199355
2.5,"OP-NEMS","IRA",NA,"GW/yr",NA,"Total",62.1702491612903
2.5,"OP-NEMS","IRA",NA,"GWh/yr",NA,"Total",15.0523803548387
2.5,"REGEN-EPRI","IRA",NA,"GW/yr",NA,"Total",61.303642149
2.5,"REGEN-EPRI","IRA",NA,"GW/yr",NA,"Total",-17.47565324
2.5,"RIO-REPEAT","IRA",NA,"GW/yr",NA,"Total",125.32142857
2.5,"RIO-REPEAT","IRA",NA,"GW/yr",NA,"Total",-16.314285715
2.5,"ReEDS-NREL","IRA",NA,"GW/yr",NA,"Total",72.50324246
2.5,"ReEDS-NREL","IRA",NA,"GW/yr",NA,"Total",-13.790861346
