figure_num,model,scenario,variable,unit,year,label,value
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2005,Total Transportation Emissions,1863.3
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2006,Total Transportation Emissions,1863.6
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2007,Total Transportation Emissions,1865.8
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2008,Total Transportation Emissions,1764.4
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2009,Total Transportation Emissions,1693
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2010,Total Transportation Emissions,1701.1
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2011,Total Transportation Emissions,1674.7
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2012,Total Transportation Emissions,1663.4
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2013,Total Transportation Emissions,1673.3
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2014,Total Transportation Emissions,1711.6
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2015,Total Transportation Emissions,1722.5
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2016,Total Transportation Emissions,1761.9
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2017,Total Transportation Emissions,1784.4
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2018,Total Transportation Emissions,1817.7
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2019,Total Transportation Emissions,1821.2
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2020,Total Transportation Emissions,1576.6
3.3.trnco2_projection_main,EPA-GHGI,Historic,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,EPS-EI,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,EPS-EI,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,GCAM-CGS,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,GCAM-CGS,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,GCAM-PNNL,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,GCAM-PNNL,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,MARKAL-NETL,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,MARKAL-NETL,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,NEMS-EIA,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,NEMS-EIA,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,NEMS-OP,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,NEMS-OP,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,NEMS-RHG,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,NEMS-RHG,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,REGEN-EPRI,IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
3.3.trnco2_projection_main,REGEN-EPRI,No IRA,Emissions|CO2|Energy|Demand|Transportation|Total,Mt CO2/yr,2021,Total Transportation Emissions,1757.4
